Codification_instrument;Commune;Edifice;Edifice_standard;Info_edifice;Codification_edifice;Nom_departement;Code_depertament;Nom_region;Code_insee;Commune_insee;Ancienne_commune;Adresse;Denomination;Livre;Pages_pdf;Pages_livre;Pages_livre_complement;Commentaire;Log;Site_ref;Latitude;Longitude;Orgbase_manu;Orgbase_commune;Orgbase_auto;Orgbase_desc;Orgbase_edifice;Orgbase_facteurs;Orgbase_minicompo;Orgbase_edifice_standard;Orgbase_edifice_log;Orgbase_commune_insee;Reference_palissy;denomination_palissy;Edifce_palissy;protection_palissy
;Sainte-Marie-Cappel;Église Notre-Dame de l'Assomption;;;;Nord;Notre-Dame de l'Assomption [eglise];EDIFICE_STANDARD;59536;Sainte-Marie-Cappel;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2033583&LGE=FR&LIJST=lang;;;d;;Carlier, François-Joseph (1833);IIP/13;;;;;;;
;Santes;Église Saint-Pierre;;;;Nord;Saint-Pierre [eglise];EDIFICE_STANDARD;59553;Santes;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2059289&LGE=FR&LIJST=lang;;;d;;Delmotte, Edouard & Théophile (1872);IIp/15 (11);;;;;;;
;Seclin;Église Collégiale Saint-Piat;;;;Nord;Église Collégiale Saint-Piat;EDIFICE_NON_STANDARD;59560;Seclin;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2056337&LGE=FR&LIJST=lang;;;d;;Cogez, Bernard (1993);IIP/9;;;;;;;
;Secus;Église Saint-Érasme;;;;Nord;Saint-Érasme [eglise];EDIFICE_STANDARD;;;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2033603&LGE=FR&LIJST=lang;;;d;;Renaud, Jean (1848);IIP/13;;;;;;;
;Socx;Église Saint-Léger;;;;Nord;Saint-Léger [eglise];EDIFICE_STANDARD;59570;Socx;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2033605&LGE=FR&LIJST=lang;;;d;;Gonzalez, Victor (1957);IIP/5;;;;;;;
;Solre-le-Château;Église Saint-Pierre;;;;Nord;Saint-Pierre [eglise];EDIFICE_STANDARD;59572;Solre-le-Chateau;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2041012&LGE=FR&LIJST=lang;;;dp;;Delmotte, Edouard & Théophile (1865);IIP/16;;;;;;;
;Staple;Église Saint-Omer;;;;Nord;Saint-Omer [eglise];EDIFICE_STANDARD;59577;Staple;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2033606&LGE=FR&LIJST=lang;;;d;;Neuville & fils, Louis (1876);IIP/15;;;;;;;
;Steenbecque;Église Saint-Pierre;;;;Nord;Saint-Pierre [eglise];EDIFICE_STANDARD;59578;Steenbecque;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2033607&LGE=FR&LIJST=lang;;;d;;Michiels, Père & Fils (1859);IIP/19;;;;;;;
;Steene;Église Saint-Martin;;;;Nord;Saint-Martin [eglise];EDIFICE_STANDARD;59579;Steene;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2033608&LGE=FR&LIJST=lang;;;d;;Heidenreich, Arnold (1898);IIP/12;;;;;;;
;Steenvoorde;Église Saint-Pierre;;;;Nord;Saint-Pierre [eglise];EDIFICE_STANDARD;59580;Steenvoorde;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2033609&LGE=FR&LIJST=lang;;;d;;Fossaert, Yves (2003);IIP/15;;;;;;;
;Steenwerck;Église Saint-Jean-Baptiste;;;;Nord;Saint-Jean-Baptiste [eglise];EDIFICE_STANDARD;59581;Steenwerck;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2033610&LGE=FR&LIJST=lang;;;d;;Coupleux Frères (1928);IIP/10;;;;;;;
;Templeuve;Église Saint-Martin;;;;Nord;Saint-Martin [eglise];EDIFICE_STANDARD;;;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2028034&LGE=FR&LIJST=lang;;;d;;Dufossez, Jean-Baptiste (1857);IIP/18;;;;;;;
;Thiennes;Église Saint-Pierre;;;;Nord;Saint-Pierre [eglise];EDIFICE_STANDARD;59590;Thiennes;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2033613&LGE=FR&LIJST=lang;;;d;;Renard, Auguste (1834);IIP/14;;;;;;;
;Tourcoing;Église Notre-Dame-des-Anges;;;;Nord;Notre-Dame-Des-Anges [eglise];EDIFICE_STANDARD;59599;Tourcoing;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2028030&LGE=FR&LIJST=lang;;;d;;Daublaine-Callinet (1850);IIIP/49;;;;;;;
;Tourcoing;Église Sacré-Coeur;;;;Nord;Sacré-Coeur [eglise];EDIFICE_NON_STANDARD;59599;Tourcoing;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2051504&LGE=FR&LIJST=lang;;;d;;Schyven & Cie., Pierre (1901);IIIP/38 (37);;;;;;;
;Tourcoing;Église Saint-Christophe;;;;Nord;Saint-Christophe [eglise];EDIFICE_STANDARD;59599;Tourcoing;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2001942&LGE=FR&LIJST=lang;;;dp;;Fremat-Carlier (1751);IIIP/47;;;;;;;
;Tressin;Église Saint Pierre-et-Paul;;;;Nord;Saint-Pierre-Et-Paul [eglise];EDIFICE_STANDARD;59602;Tressin;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2052576&LGE=FR&LIJST=lang;;;;;Geen orgel aanwezig; ;;;;;;;
;Uxem;Église Saint-Amand;;;;Nord;Saint-Amand [eglise];EDIFICE_STANDARD;59605;Uxem;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2027863&LGE=FR&LIJST=lang;;;d;;Loncke & Zn., Joseph (1967);IIP/17;;;;;;;
;Valenciennes;Basilique Notre-Dame-du-Saint-Cordon;;;;Nord;Notre-Dame-Du-Saint-Cordon [basilique];EDIFICE_STANDARD;59606;Valenciennes;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2027859&LGE=FR&LIJST=lang;;;d;;Merklin, Joseph (1891);IVP/62;;;;;;;
;Valenciennes;Basilique Notre-Dame-du-Saint-Cordon, Orgue de Choeur;;;;Nord;Notre-Dame-Du-Saint-Cordon, Orgue de Choeur [basilique];EDIFICE_STANDARD;59606;Valenciennes;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2027860&LGE=FR&LIJST=lang;;;d;;Merklin, Joseph (1891);IIP/14;;;;;;;
;Valenciennes;Église Saint-Géry;;;;Nord;Saint-Géry [eglise];EDIFICE_STANDARD;59606;Valenciennes;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2027862&LGE=FR&LIJST=lang;;;dp;;Cavaillé-Coll, Aristide (1898);IIIP/36;;;;;;;
;Valenciennes;Hôpital Général Hainaut, Chapelle;;;;Nord;Hôpital Général Hainaut, Chapelle;EDIFICE_NON_STANDARD;59606;Valenciennes;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2033615&LGE=FR&LIJST=lang;;;d;;Facteur inconnu (ca. 1850);Ip/7;;;;;;;
;Verlinghem;Église Saint-Chrysole;;;;Nord;Saint-Chrysole [eglise];EDIFICE_STANDARD;59611;Verlinghem;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2059290&LGE=FR&LIJST=lang;;;d;;Facteur inconnu (ca. 1935);IIP/13;;;;;;;
;Vieux-Berguin-sec-Bois;Église Saint-Charles-Borromée;;;;Nord;Saint-Charles-Borromée [eglise];EDIFICE_STANDARD;;;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2033617&LGE=FR&LIJST=lang;;;d;;Jonville, Henri (1934);Ip/4;;;;;;;
;Vieux-Berquin;Église Saint-Barthélémy;;;;Nord;Saint-Barthélémy [eglise];EDIFICE_STANDARD;59615;Vieux-Berquin;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2033618&LGE=FR&LIJST=lang;;;d;;Loridan, Marcel (1972);IIP/15;;;;;;;
;Villeneuve-d'Ascq;Église Saint-Pierre-de-Flers-Bourg;;;;Nord;Saint-Pierre-De-Flers-Bourg [eglise];EDIFICE_STANDARD;59009;Villeneuve-d'Ascq;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2059291&LGE=FR&LIJST=lang;;;d;;Facteur inconnu (1854);Ip/5;;;;;;;
;Volkerinckhove;Église Saint-Folquin;;;;Nord;Saint-Folquin [eglise];EDIFICE_STANDARD;;;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2033620&LGE=FR&LIJST=lang;;;d;;Renard, Auguste (1845);Ip/10;;;;;;;
;Wallon-Cappel;Église Saint-Martin;;;;Nord;Saint-Martin [eglise];EDIFICE_STANDARD;59634;Wallon-Cappel;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2033621&LGE=FR&LIJST=lang;;;;;Gadault, Charles (1861); ;;;;;;;
;Wambrechies;Église Saint-Vaast;;;;Nord;Saint-Vaast [eglise];EDIFICE_STANDARD;59636;Wambrechies;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2052578&LGE=FR&LIJST=lang;;;d;;Schyven & Cie., Pierre (1875);IIIP/31;;;;;;;
;Warhem;Église d'Assomption de Notre-Dame;;;;Nord;d'Assomption de Notre-Dame [eglise];EDIFICE_NON_STANDARD;59641;Warhem;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2033622&LGE=FR&LIJST=lang;;;d;;Neuville & fils, Louis (1866);IIP/15;;;;;;;
;Wasquehal;Église Saint-Nicolas;;;;Nord;Saint-Nicolas [eglise];EDIFICE_STANDARD;59646;Wasquehal;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2000394&LGE=FR&LIJST=lang;;;dp;;Guillemin, Gérald (1989);IIIP/40;;;;;;;
;Watten;Église Saint-Gilles;;;;Nord;Saint-Gilles [eglise];EDIFICE_STANDARD;59647;Watten;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2034069&LGE=FR&LIJST=lang;;;d;;Loncke & Zn., Joseph (1928);IIP/14;;;;;;;
;Wattignies;Église Saint-Lambert;;;;Nord;Saint-Lambert [eglise];EDIFICE_STANDARD;59648;Wattignies;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2033624&LGE=FR&LIJST=lang;;;d;;Pascal, Jean (1979);IIP/17;;;;;;;
;Wemaers-Cappel;Église Saint-Martin;;;;Nord;Saint-Martin [eglise];EDIFICE_STANDARD;59655;Wemaers-Cappel;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2031933&LGE=FR&LIJST=lang;;;dp;;Facteur inconnu (ca. 1800);Ip/11;;;;;;;
;West-Cappel;Église Saint-Sylvestre;;;;Nord;Saint-Sylvestre [eglise];EDIFICE_STANDARD;59657;West-Cappel;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2001061&LGE=FR&LIJST=lang;;;dp;;Belle, Jan Van (1683);I/12;;;;;;;
;Winnezeele;Église Saint-Martin;;;;Nord;Saint-Martin [eglise];EDIFICE_STANDARD;59662;Winnezeele;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2033626&LGE=FR&LIJST=lang;;;d;;Renard, Auguste (1837);IIP/17;;;;;;;
;Wormhout;Église Saint-Martin;;;;Nord;Saint-Martin [eglise];EDIFICE_STANDARD;59663;Wormhout;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2027861&LGE=FR&LIJST=lang;;;dp;;Facteur inconnu (1849);IIIP/24;;;;;;;
;Wylder;Église Saint-Martin;;;;Nord;Saint-Martin [eglise];EDIFICE_STANDARD;59665;Wylder;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2033630&LGE=FR&LIJST=lang;;;d;;Neuville & fils, Louis (1857);IP/9;;;;;;;
;Zegerscappel;Église Saint-Omer;;;;Nord;Saint-Omer [eglise];EDIFICE_STANDARD;59666;Zegerscappel;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2033631&LGE=FR&LIJST=lang;;;d;;Gobert & Bosquet (1733);IP/8;;;;;;;
;Zermezeele;Église Saint-Omer;;;;Nord;Saint-Omer [eglise];EDIFICE_STANDARD;59667;Zermezeele;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2033632&LGE=FR&LIJST=lang;;;d;;Renard, Auguste (1856);II/12;;;;;;;
;Zuytpeene;Église Saint-Vaast;;;;Nord;Saint-Vaast [eglise];EDIFICE_STANDARD;59669;Zuytpeene;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2033633&LGE=FR&LIJST=lang;;;d;;Delmotte, Maurice (1900);IIP/17;;;;;;;
